PlateNumb,OperatorID,OperatorNo,RouteUID,RouteID,RouteName,SubRouteUID,SubRouteID,SubRouteName,Direction,BusPosition,Speed,Azimuth,DutyStatus,BusStatus,MessageType,GPSTime,SrcRecTime,SrcTransTime,UpdateTime
909-FP,12,1002,THB9005,9005,"{'Zh_tw': '9005', 'En': '9005'}",THB9005A1,9005A1,"{'Zh_tw': '9005A', 'En': '9005A'}",0,"{'PositionLon': 121.3131, 'PositionLat': 24.98547, 'GeoHash': 'wsqq0s3wb'}",0.0,83.0,1,0,1,2023-07-13T23:47:19+08:00,2023-07-13T23:47:19+08:00,2023-07-13T23:47:20+08:00,2023-07-13T23:47:24+08:00
993-U3,68,0303,THB2088,2088,"{'Zh_tw': '2088', 'En': '2088'}",THB2088A2,2088A2,"{'Zh_tw': '2088A', 'En': '2088A'}",1,"{'PositionLon': 121.794703333333, 'PositionLat': 25.1407216666667, 'GeoHash': 'wsqx588pq'}",30.0,53.0,0,0,1,2023-07-13T23:47:23+08:00,2023-07-13T23:47:23+08:00,2023-07-13T23:47:23+08:00,2023-07-13T23:47:24+08:00
838-U5,45,1101,THB1838,1838,"{'Zh_tw': '1838', 'En': '1838'}",THB1838A1,1838A1,"{'Zh_tw': '1838A', 'En': '1838A'}",0,"{'PositionLon': 120.303446666667, 'PositionLat': 22.6377833333333, 'GeoHash': 'wsj8c9469'}",35.0,275.0,0,0,1,2023-07-13T23:47:17+08:00,2023-07-13T23:47:17+08:00,2023-07-13T23:47:17+08:00,2023-07-13T23:47:19+08:00
846-U5,45,1101,THB1872,1872,"{'Zh_tw': '1872', 'En': '1872'}",THB187201,187201,"{'Zh_tw': '1872', 'En': '1872'}",0,"{'PositionLon': 120.302428333333, 'PositionLat': 22.6354433333333, 'GeoHash': 'wsj8c89t1'}",18.0,5.0,1,0,1,2023-07-13T23:47:11+08:00,2023-07-13T23:47:11+08:00,2023-07-13T23:47:11+08:00,2023-07-13T23:47:14+08:00
KKA-3833,12,1002,THB9023,9023,"{'Zh_tw': '9023', 'En': '9023'}",THB902301,902301,"{'Zh_tw': '9023', 'En': '9023'}",0,"{'PositionLon': 121.31409, 'PositionLat': 24.9862, 'GeoHash': 'wsqq0sd5p'}",16.0,263.0,1,0,1,2023-07-13T23:46:03+08:00,2023-07-13T23:46:03+08:00,2023-07-13T23:46:03+08:00,2023-07-13T23:46:04+08:00
KKA-0280,68,0303,THB2088,2088,"{'Zh_tw': '2088', 'En': '2088'}",THB2088A2,2088A2,"{'Zh_tw': '2088A', 'En': '2088A'}",1,"{'PositionLon': 121.794048333333, 'PositionLat': 25.1402, 'GeoHash': 'wsqx52xsr'}",0.0,57.0,0,100,1,2023-07-13T23:45:57+08:00,2023-07-13T23:45:58+08:00,2023-07-13T23:45:58+08:00,2023-07-13T23:45:59+08:00
753-FN,39,0913,THB1571,1571,"{'Zh_tw': '1571', 'En': '1571'}",THB157102,157102,"{'Zh_tw': '1571', 'En': '1571'}",1,"{'PositionLon': 121.758843333333, 'PositionLat': 24.75258, 'GeoHash': 'wsqsfdn44'}",4.0,30.0,1,0,1,2023-07-13T23:45:35+08:00,2023-07-13T23:45:35+08:00,2023-07-13T23:45:36+08:00,2023-07-13T23:45:39+08:00
198-U5,45,1101,THB1841,1841,"{'Zh_tw': '1841', 'En': '1841'}",THB184102,184102,"{'Zh_tw': '1841', 'En': '1841'}",1,"{'PositionLon': 121.294226666667, 'PositionLat': 25.0434566666667, 'GeoHash': 'wsqq2p5b8'}",0.0,152.0,1,0,1,2023-07-13T23:45:30+08:00,2023-07-13T23:45:30+08:00,2023-07-13T23:45:30+08:00,2023-07-13T23:45:34+08:00
977-FZ,34,1201,THB1633,1633,"{'Zh_tw': '1633', 'En': '1633'}",THB1633B1,1633B1,"{'Zh_tw': '1633B', 'En': '1633B'}",0,"{'PositionLon': 120.300365, 'PositionLat': 23.5702, 'GeoHash': 'wsjw1db43'}",24.0,113.0,0,0,1,2023-07-13T23:45:06+08:00,2023-07-13T23:45:07+08:00,2023-07-13T23:45:07+08:00,2023-07-13T23:45:09+08:00
KKA-0533,50,0604,THB2000,2000,"{'Zh_tw': '2000', 'En': '2000'}",THB200002,200002,"{'Zh_tw': '2000', 'En': '2000'}",1,"{'PositionLon': 121.549493333333, 'PositionLat': 25.0558916666667, 'GeoHash': 'wsqqtcm9h'}",0.0,359.0,0,0,1,2023-07-13T23:44:23+08:00,2023-07-13T23:44:24+08:00,2023-07-13T23:44:24+08:00,2023-07-13T23:44:29+08:00
832-U5,45,1101,THB1839,1839,"{'Zh_tw': '1839', 'En': '1839'}",THB1839A1,1839A1,"{'Zh_tw': '1839A', 'En': '1839A'}",0,"{'PositionLon': 120.500595, 'PositionLat': 22.6624966666667, 'GeoHash': 'wsj8yj9fe'}",0.0,0.0,2,0,1,2023-07-13T23:43:50+08:00,2023-07-13T23:43:50+08:00,2023-07-13T23:43:50+08:00,2023-07-13T23:43:54+08:00
685-FU,39,0913,THB1570,1570,"{'Zh_tw': '1570', 'En': '1570'}",THB157002,157002,"{'Zh_tw': '1570', 'En': '1570'}",1,"{'PositionLon': 121.775691666667, 'PositionLat': 24.6784033333333, 'GeoHash': 'wsqs7hd65'}",21.0,89.0,1,0,1,2023-07-13T23:43:42+08:00,2023-07-13T23:43:43+08:00,2023-07-13T23:43:43+08:00,2023-07-13T23:43:44+08:00
FAD-068,45,1101,THB1826,1826,"{'Zh_tw': '1826', 'En': '1826'}",THB182602,182602,"{'Zh_tw': '1826', 'En': '1826'}",1,"{'PositionLon': 121.488936666667, 'PositionLat': 25.0592633333333, 'GeoHash': 'wsqqs9csc'}",13.0,302.0,0,0,1,2023-07-13T23:43:39+08:00,2023-07-13T23:43:38+08:00,2023-07-13T23:43:38+08:00,2023-07-13T23:43:39+08:00
FAB-675,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610A1,1610A1,"{'Zh_tw': '1610A', 'En': '1610A'}",0,"{'PositionLon': 120.30482, 'PositionLat': 22.6375983333333, 'GeoHash': 'wsj8c9539'}",38.0,275.0,0,0,1,2023-07-13T23:42:35+08:00,2023-07-13T23:42:36+08:00,2023-07-13T23:42:36+08:00,2023-07-13T23:42:39+08:00
KKA-0618,68,0303,THB2088,2088,"{'Zh_tw': '2088', 'En': '2088'}",THB2088A2,2088A2,"{'Zh_tw': '2088A', 'En': '2088A'}",1,"{'PositionLon': 121.794636666667, 'PositionLat': 25.1406933333333, 'GeoHash': 'wsqx588ph'}",29.0,53.0,0,0,1,2023-07-13T23:42:28+08:00,2023-07-13T23:42:28+08:00,2023-07-13T23:42:29+08:00,2023-07-13T23:42:34+08:00
FAC-330,35,1308,THB1916,1916,"{'Zh_tw': '1916', 'En': '1916'}",THB191602,191602,"{'Zh_tw': '1916', 'En': '1916'}",1,"{'PositionLon': 121.783761666667, 'PositionLat': 24.6743566666667, 'GeoHash': 'wsqs77b4x'}",0.0,65.0,2,0,1,2023-07-13T23:42:26+08:00,2023-07-13T23:42:26+08:00,2023-07-13T23:42:26+08:00,2023-07-13T23:42:29+08:00
219-U5,45,1101,THB1815,1815,"{'Zh_tw': '1815', 'En': '1815'}",THB181501,181501,"{'Zh_tw': '1815', 'En': '1815'}",0,"{'PositionLon': 121.644105, 'PositionLat': 25.2135983333333, 'GeoHash': 'wsqx2jfxc'}",0.0,0.0,0,0,1,2023-07-13T23:42:16+08:00,2023-07-13T23:42:16+08:00,2023-07-13T23:42:16+08:00,2023-07-13T23:42:19+08:00
KKA-0527,50,0604,THB2001,2001,"{'Zh_tw': '2001', 'En': '2001'}",THB200101,200101,"{'Zh_tw': '2001', 'En': '2001'}",0,"{'PositionLon': 121.367455, 'PositionLat': 25.0629483333333, 'GeoHash': 'wsqq9f946'}",0.0,194.0,0,0,1,2023-07-13T23:42:14+08:00,2023-07-13T23:42:14+08:00,2023-07-13T23:42:14+08:00,2023-07-13T23:42:19+08:00
KKA-3259,49,0302,THB1962,1962,"{'Zh_tw': '1962', 'En': '1962'}",THB196202,196202,"{'Zh_tw': '1962', 'En': '1962'}",1,"{'PositionLon': 121.465885, 'PositionLat': 25.01516, 'GeoHash': 'wsqqk1bgb'}",9.0,300.0,0,0,1,2023-07-13T23:42:09+08:00,2023-07-13T23:42:09+08:00,2023-07-13T23:42:09+08:00,2023-07-13T23:42:14+08:00
FAC-350,35,1308,THB1917,1917,"{'Zh_tw': '1917', 'En': '1917'}",THB191701,191701,"{'Zh_tw': '1917', 'En': '1917'}",0,"{'PositionLon': 121.465078333333, 'PositionLat': 25.0140166666667, 'GeoHash': 'wsqqk18jj'}",0.0,225.0,1,0,1,2023-07-13T23:41:51+08:00,2023-07-13T23:41:52+08:00,2023-07-13T23:41:52+08:00,2023-07-13T23:41:54+08:00
366-U6,34,1201,THB1612,1612,"{'Zh_tw': '1612', 'En': '1612'}",THB1612D1,1612D1,"{'Zh_tw': '1612D', 'En': '1612D'}",0,"{'PositionLon': 120.20924, 'PositionLat': 23.00198, 'GeoHash': 'wsj6z7msn'}",25.0,206.0,0,0,1,2023-07-13T23:41:46+08:00,2023-07-13T23:41:46+08:00,2023-07-13T23:41:46+08:00,2023-07-13T23:41:49+08:00
KKA-8152,34,1201,THB1619,1619,"{'Zh_tw': '1619', 'En': '1619'}",THB1619B2,1619B2,"{'Zh_tw': '1619B', 'En': '1619B'}",1,"{'PositionLon': 121.516841666667, 'PositionLat': 25.050075, 'GeoHash': 'wsqqt0jz7'}",27.0,194.0,0,0,1,2023-07-13T23:41:31+08:00,2023-07-13T23:41:32+08:00,2023-07-13T23:41:32+08:00,2023-07-13T23:41:34+08:00
987-FY,28,1003,THB9188,9188,"{'Zh_tw': '9188', 'En': '9188'}",THB918801,918801,"{'Zh_tw': '9188', 'En': '9188'}",0,"{'PositionLon': 120.850866666667, 'PositionLat': 21.9056066666667, 'GeoHash': 'wevuw5bcm'}",0.0,0.0,0,0,1,2023-07-13T23:41:21+08:00,2023-07-13T23:41:22+08:00,2023-07-13T23:41:22+08:00,2023-07-13T23:41:24+08:00
,68,0303,THB2088,2088,"{'Zh_tw': '2088', 'En': '2088'}",THB2088A1,2088A1,"{'Zh_tw': '2088A', 'En': '2088A'}",0,"{'PositionLon': 121.564381666667, 'PositionLat': 25.040325, 'GeoHash': 'wsqqqq2qr'}",4.0,0.0,1,0,1,2023-07-13T23:41:15+08:00,2023-07-13T23:41:14+08:00,2023-07-13T23:41:15+08:00,2023-07-13T23:41:19+08:00
239-FS,45,1101,THB1832,1832,"{'Zh_tw': '1832', 'En': '1832'}",THB1832A2,1832A2,"{'Zh_tw': '1832A', 'En': '1832A'}",1,"{'PositionLon': 121.506171666667, 'PositionLat': 25.05147, 'GeoHash': 'wsqqsbqp7'}",0.0,0.0,2,0,1,2023-07-13T23:41:12+08:00,2023-07-13T23:41:13+08:00,2023-07-13T23:41:13+08:00,2023-07-13T23:41:14+08:00
FAD-116,45,1101,THB1831,1831,"{'Zh_tw': '1831', 'En': '1831'}",THB183102,183102,"{'Zh_tw': '1831', 'En': '1831'}",1,"{'PositionLon': 121.43883, 'PositionLat': 25.0826533333333, 'GeoHash': 'wsqqeqjj1'}",3.0,0.0,2,0,1,2023-07-13T23:41:01+08:00,2023-07-13T23:41:01+08:00,2023-07-13T23:41:01+08:00,2023-07-13T23:41:04+08:00
KKA-9810,41,0301,THB9003,9003,"{'Zh_tw': '9003', 'En': '9003'}",THB900302,900302,"{'Zh_tw': '9003', 'En': '9003'}",1,"{'PositionLon': 121.516878333333, 'PositionLat': 25.0497116666667, 'GeoHash': 'wsqqt0jvh'}",3.0,0.0,1,0,1,2023-07-13T23:40:24+08:00,2023-07-13T23:40:24+08:00,2023-07-13T23:40:24+08:00,2023-07-13T23:40:29+08:00
FAD-662,12,1002,THB9023,9023,"{'Zh_tw': '9023', 'En': '9023'}",THB902302,902302,"{'Zh_tw': '9023', 'En': '9023'}",1,"{'PositionLon': 121.31265, 'PositionLat': 24.98583, 'GeoHash': 'wsqq0s91j'}",0.0,102.0,1,0,1,2023-07-13T23:39:54+08:00,2023-07-13T23:39:55+08:00,2023-07-13T23:39:55+08:00,2023-07-13T23:39:59+08:00
089-U7,45,1101,THB1818,1818,"{'Zh_tw': '1818', 'En': '1818'}",THB181801,181801,"{'Zh_tw': '1818', 'En': '1818'}",0,"{'PositionLon': 121.224283333333, 'PositionLat': 24.9533866666667, 'GeoHash': 'wsqjyw8u4'}",0.0,204.0,1,0,1,2023-07-13T23:39:42+08:00,2023-07-13T23:39:43+08:00,2023-07-13T23:39:43+08:00,2023-07-13T23:39:44+08:00
FAD-125,45,1101,THB1863,1863,"{'Zh_tw': '1863', 'En': '1863'}",THB186301,186301,"{'Zh_tw': '1863', 'En': '1863'}",0,"{'PositionLon': 120.669026666667, 'PositionLat': 24.1288166666667, 'GeoHash': 'wsmc3bs88'}",0.0,0.0,0,0,1,2023-07-13T23:38:09+08:00,2023-07-13T23:38:09+08:00,2023-07-13T23:38:09+08:00,2023-07-13T23:38:14+08:00
310-U7,18,0909,THB5900,5900,"{'Zh_tw': '5900', 'En': '5900'}",THB590001,590001,"{'Zh_tw': '5900', 'En': '5900'}",0,"{'PositionLon': 121.00936, 'PositionLat': 24.8376033333333, 'GeoHash': 'wsqj39s3d'}",53.0,35.0,0,0,1,2023-07-13T23:38:00+08:00,2023-07-13T23:37:58+08:00,2023-07-13T23:37:58+08:00,2023-07-13T23:37:59+08:00
FAC-315,35,1308,THB1916,1916,"{'Zh_tw': '1916', 'En': '1916'}",THB191601,191601,"{'Zh_tw': '1916', 'En': '1916'}",0,"{'PositionLon': 121.451213333333, 'PositionLat': 24.9978066666667, 'GeoHash': 'wsqq5wwnf'}",0.0,0.0,2,0,1,2023-07-13T23:37:50+08:00,2023-07-13T23:37:50+08:00,2023-07-13T23:37:51+08:00,2023-07-13T23:37:54+08:00
879-FX,34,1201,THB1616,1616,"{'Zh_tw': '1616', 'En': '1616'}",THB161602,161602,"{'Zh_tw': '1616', 'En': '1616'}",1,"{'PositionLon': 121.516753333333, 'PositionLat': 25.0496233333333, 'GeoHash': 'wsqqt0ju9'}",7.0,216.0,0,0,1,2023-07-13T23:37:43+08:00,2023-07-13T23:37:44+08:00,2023-07-13T23:37:44+08:00,2023-07-13T23:37:49+08:00
KKA-7836,25,0801,THB7505,7505,"{'Zh_tw': '7505', 'En': '7505'}",THB7505D2,7505D2,"{'Zh_tw': '7505D', 'En': '7505D'}",1,"{'PositionLon': 121.46501, 'PositionLat': 25.01555, 'GeoHash': 'wsqqk1bn5'}",0.0,244.0,1,0,1,2023-07-13T23:37:42+08:00,2023-07-13T23:37:43+08:00,2023-07-13T23:37:43+08:00,2023-07-13T23:37:44+08:00
403-FS,45,1101,THB1851,1851,"{'Zh_tw': '1851', 'En': '1851'}",THB185101,185101,"{'Zh_tw': '1851', 'En': '1851'}",0,"{'PositionLon': 120.686158333333, 'PositionLat': 24.140905, 'GeoHash': 'wsmc668yz'}",0.0,0.0,2,0,1,2023-07-13T23:37:35+08:00,2023-07-13T23:37:36+08:00,2023-07-13T23:37:36+08:00,2023-07-13T23:37:39+08:00
KKA-1359,34,1201,THB1652,1652,"{'Zh_tw': '1652', 'En': '1652'}",THB1652B1,1652B1,"{'Zh_tw': '1652B', 'En': '1652B'}",0,"{'PositionLon': 120.436338333333, 'PositionLat': 24.0601566666667, 'GeoHash': 'wsm8us50d'}",24.0,182.0,0,0,1,2023-07-13T23:37:32+08:00,2023-07-13T23:37:33+08:00,2023-07-13T23:37:33+08:00,2023-07-13T23:37:34+08:00
KKA-0519,47,1405,THB2011,2011,"{'Zh_tw': '2011', 'En': '2011'}",THB201102,201102,"{'Zh_tw': '2011', 'En': '2011'}",1,"{'PositionLon': 120.97244, 'PositionLat': 24.80083, 'GeoHash': 'wsqj0fc7q'}",0.0,0.0,0,0,1,2023-07-13T23:35:50+08:00,2023-07-13T23:35:49+08:00,2023-07-13T23:35:49+08:00,2023-07-13T23:35:54+08:00
787-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500F1,7500F1,"{'Zh_tw': '7500F', 'En': '7500F'}",0,"{'PositionLon': 121.51642, 'PositionLat': 25.0493, 'GeoHash': 'wsqqt0jd9'}",25.0,13.0,1,0,1,2023-07-13T23:35:11+08:00,2023-07-13T23:35:12+08:00,2023-07-13T23:35:12+08:00,2023-07-13T23:35:14+08:00
FAC-066,40,1310,THB9026,9026,"{'Zh_tw': '9026', 'En': '9026'}",THB902602,902602,"{'Zh_tw': '9026', 'En': '9026'}",1,"{'PositionLon': 121.695596666667, 'PositionLat': 25.1567266666667, 'GeoHash': 'wsqx178h8'}",13.0,229.0,0,0,1,2023-07-13T23:35:08+08:00,2023-07-13T23:35:08+08:00,2023-07-13T23:35:08+08:00,2023-07-13T23:35:09+08:00
KKA-0017,34,1201,THB1661,1661,"{'Zh_tw': '1661', 'En': '1661'}",THB1661A2,1661A2,"{'Zh_tw': '1661A', 'En': '1661A'}",1,"{'PositionLon': 121.775515, 'PositionLat': 24.6782783333333, 'GeoHash': 'wsqs7hd1r'}",5.0,146.0,0,0,1,2023-07-13T23:35:03+08:00,2023-07-13T23:35:04+08:00,2023-07-13T23:35:04+08:00,2023-07-13T23:35:09+08:00
KKB-2055,44,0703,THB1728,1728,"{'Zh_tw': '1728', 'En': '1728'}",THB172802,172802,"{'Zh_tw': '1728', 'En': '1728'}",1,"{'PositionLon': 121.524526666667, 'PositionLat': 24.971395, 'GeoHash': 'wsqqj3gky'}",0.0,0.0,2,0,1,2023-07-13T23:35:06+08:00,2023-07-13T23:35:06+08:00,2023-07-13T23:35:06+08:00,2023-07-13T23:35:09+08:00
732-FN,39,0913,THB1570,1570,"{'Zh_tw': '1570', 'En': '1570'}",THB157002,157002,"{'Zh_tw': '1570', 'En': '1570'}",1,"{'PositionLon': 121.775265, 'PositionLat': 24.6783916666667, 'GeoHash': 'wsqs7hd41'}",6.0,38.0,0,100,1,2023-07-13T23:35:02+08:00,2023-07-13T23:35:01+08:00,2023-07-13T23:35:01+08:00,2023-07-13T23:35:04+08:00
450-U5,45,1101,THB1813,1813,"{'Zh_tw': '1813', 'En': '1813'}",THB1813I1,1813I1,"{'Zh_tw': '1813I', 'En': '1813I'}",0,"{'PositionLon': 121.740561666667, 'PositionLat': 25.1312533333333, 'GeoHash': 'wsqwfr0b0'}",0.0,0.0,1,0,1,2023-07-13T23:34:56+08:00,2023-07-13T23:34:56+08:00,2023-07-13T23:34:56+08:00,2023-07-13T23:34:59+08:00
KKA-7679,25,0801,THB7506,7506,"{'Zh_tw': '7506', 'En': '7506'}",THB7506B1,7506B1,"{'Zh_tw': '7506B', 'En': '7506B'}",0,"{'PositionLon': 120.43999, 'PositionLat': 23.48021, 'GeoHash': 'wsjtsdmwp'}",0.0,14.0,1,0,1,2023-07-13T23:34:42+08:00,2023-07-13T23:34:44+08:00,2023-07-13T23:34:44+08:00,2023-07-13T23:34:49+08:00
FAC-528,35,1308,THB1917,1917,"{'Zh_tw': '1917', 'En': '1917'}",THB191702,191702,"{'Zh_tw': '1917', 'En': '1917'}",1,"{'PositionLon': 121.78356, 'PositionLat': 24.6732766666667, 'GeoHash': 'wsqs778h6'}",0.0,0.0,2,0,1,2023-07-13T23:34:30+08:00,2023-07-13T23:34:31+08:00,2023-07-13T23:34:31+08:00,2023-07-13T23:34:34+08:00
837-U5,45,1101,THB1873,1873,"{'Zh_tw': '1873', 'En': '1873'}",THB187302,187302,"{'Zh_tw': '1873', 'En': '1873'}",1,"{'PositionLon': 120.686331666667, 'PositionLat': 24.1409, 'GeoHash': 'wsmc669ng'}",0.0,0.0,2,0,1,2023-07-13T23:33:56+08:00,2023-07-13T23:33:57+08:00,2023-07-13T23:33:57+08:00,2023-07-13T23:33:59+08:00
KKA-2762,42,1407,THB9025,9025,"{'Zh_tw': '9025', 'En': '9025'}",THB902501,902501,"{'Zh_tw': '9025', 'En': '9025'}",0,"{'PositionLon': 121.48544, 'PositionLat': 25.0929716666667, 'GeoHash': 'wsqqu2ncp'}",0.0,272.0,2,0,1,2023-07-13T23:33:37+08:00,2023-07-13T23:33:38+08:00,2023-07-13T23:33:38+08:00,2023-07-13T23:33:39+08:00
KKA-8126,45,1101,THB1802,1802,"{'Zh_tw': '1802', 'En': '1802'}",THB180202,180202,"{'Zh_tw': '1802', 'En': '1802'}",1,"{'PositionLon': 121.74045, 'PositionLat': 25.131315, 'GeoHash': 'wsqwfr08w'}",0.0,0.0,1,0,1,2023-07-13T23:33:37+08:00,2023-07-13T23:33:37+08:00,2023-07-13T23:33:37+08:00,2023-07-13T23:33:39+08:00
FAB-317,34,1201,THB1618,1618,"{'Zh_tw': '1618', 'En': '1618'}",THB1618F1,1618F1,"{'Zh_tw': '1618F', 'En': '1618F'}",0,"{'PositionLon': 120.436711666667, 'PositionLat': 23.4803016666667, 'GeoHash': 'wsjtsd7qd'}",37.0,36.0,0,0,1,2023-07-13T23:33:17+08:00,2023-07-13T23:33:18+08:00,2023-07-13T23:33:18+08:00,2023-07-13T23:33:19+08:00
723-FU,39,0913,THB1571,1571,"{'Zh_tw': '1571', 'En': '1571'}",THB157102,157102,"{'Zh_tw': '1571', 'En': '1571'}",1,"{'PositionLon': 121.758825, 'PositionLat': 24.752595, 'GeoHash': 'wsqsfdn46'}",18.0,35.0,1,0,1,2023-07-13T23:32:35+08:00,2023-07-13T23:32:36+08:00,2023-07-13T23:32:36+08:00,2023-07-13T23:32:39+08:00
826-FZ,35,1308,THB1916,1916,"{'Zh_tw': '1916', 'En': '1916'}",THB1916A2,1916A2,"{'Zh_tw': '1916A', 'En': '1916A'}",1,"{'PositionLon': 121.783681666667, 'PositionLat': 24.6744683333333, 'GeoHash': 'wsqs77b5j'}",0.0,0.0,2,0,1,2023-07-13T23:32:35+08:00,2023-07-13T23:32:35+08:00,2023-07-13T23:32:35+08:00,2023-07-13T23:32:39+08:00
KKA-9876,39,0913,THB1579,1579,"{'Zh_tw': '1579', 'En': '1579'}",THB157902,157902,"{'Zh_tw': '1579', 'En': '1579'}",1,"{'PositionLon': 121.799463333333, 'PositionLat': 25.1400616666667, 'GeoHash': 'wsqx58eem'}",2.0,81.0,0,0,1,2023-07-13T23:32:11+08:00,2023-07-13T23:32:11+08:00,2023-07-13T23:32:11+08:00,2023-07-13T23:32:14+08:00
775-U9,25,0801,THB7504,7504,"{'Zh_tw': '7504', 'En': '7504'}",THB750402,750402,"{'Zh_tw': '7504', 'En': '7504'}",1,"{'PositionLon': 121.46551, 'PositionLat': 25.01535, 'GeoHash': 'wsqqk1bkz'}",22.0,303.0,1,0,1,2023-07-13T23:32:07+08:00,2023-07-13T23:32:07+08:00,2023-07-13T23:32:08+08:00,2023-07-13T23:32:09+08:00
FAB-315,34,1201,THB1611,1611,"{'Zh_tw': '1611', 'En': '1611'}",THB1611F1,1611F1,"{'Zh_tw': '1611F', 'En': '1611F'}",0,"{'PositionLon': 120.209158333333, 'PositionLat': 23.0018216666667, 'GeoHash': 'wsj6z7mek'}",5.0,266.0,0,0,1,2023-07-13T23:32:08+08:00,2023-07-13T23:32:08+08:00,2023-07-13T23:32:08+08:00,2023-07-13T23:32:09+08:00
KKA-7771,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500G2,7500G2,"{'Zh_tw': '7500G', 'En': '7500G'}",1,"{'PositionLon': 120.20897, 'PositionLat': 23.00243, 'GeoHash': 'wsj6z7mwb'}",0.0,72.0,1,0,1,2023-07-13T23:32:01+08:00,2023-07-13T23:32:03+08:00,2023-07-13T23:32:03+08:00,2023-07-13T23:32:04+08:00
KKA-3865,17,0809,THB5203,5203,"{'Zh_tw': '5203', 'En': '5203'}",THB5203A1,5203A1,"{'Zh_tw': '5203A', 'En': '5203A'}",0,"{'PositionLon': 121.295723333333, 'PositionLat': 25.0591483333333, 'GeoHash': 'wsqq81uu5'}",18.0,277.0,0,0,1,2023-07-13T23:31:18+08:00,2023-07-13T23:31:19+08:00,2023-07-13T23:31:19+08:00,2023-07-13T23:31:24+08:00
KKA-1516,51,0907,THB9069,9069,"{'Zh_tw': '9069', 'En': '9069'}",THB9069A2,9069A2,"{'Zh_tw': '9069A', 'En': '9069A'}",1,"{'PositionLon': 121.313483333333, 'PositionLat': 24.9905816666667, 'GeoHash': 'wsqq0t3u9'}",21.0,72.0,1,0,1,2023-07-13T23:31:09+08:00,2023-07-13T23:31:09+08:00,2023-07-13T23:31:09+08:00,2023-07-13T23:31:14+08:00
696-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500W2,7500W2,"{'Zh_tw': '7500W', 'En': '7500W'}",1,"{'PositionLon': 121.51579, 'PositionLat': 25.0499, 'GeoHash': 'wsqqt0jn5'}",0.0,238.0,1,0,1,2023-07-13T23:31:02+08:00,2023-07-13T23:31:03+08:00,2023-07-13T23:31:03+08:00,2023-07-13T23:31:04+08:00
273-U5,34,1201,THB1621,1621,"{'Zh_tw': '1621', 'En': '1621'}",THB1621D1,1621D1,"{'Zh_tw': '1621D', 'En': '1621D'}",0,"{'PositionLon': 120.303833333333, 'PositionLat': 22.6377766666667, 'GeoHash': 'wsj8c94dd'}",3.0,274.0,0,0,1,2023-07-13T23:30:20+08:00,2023-07-13T23:30:21+08:00,2023-07-13T23:30:21+08:00,2023-07-13T23:30:24+08:00
760-U3,50,0604,THB2004,2004,"{'Zh_tw': '2004', 'En': '2004'}",THB200401,200401,"{'Zh_tw': '2004', 'En': '2004'}",0,"{'PositionLon': 121.3676, 'PositionLat': 25.0629133333333, 'GeoHash': 'wsqq9f94n'}",0.0,202.0,0,0,1,2023-07-13T23:29:03+08:00,2023-07-13T23:29:04+08:00,2023-07-13T23:29:04+08:00,2023-07-13T23:29:09+08:00
196-FZ,34,1201,THB1623,1623,"{'Zh_tw': '1623', 'En': '1623'}",THB162302,162302,"{'Zh_tw': '1623', 'En': '1623'}",1,"{'PositionLon': 120.688421666667, 'PositionLat': 24.1400983333333, 'GeoHash': 'wsmc66ddk'}",31.0,89.0,0,0,1,2023-07-13T23:28:19+08:00,2023-07-13T23:28:20+08:00,2023-07-13T23:28:20+08:00,2023-07-13T23:28:24+08:00
307-U8,68,0303,THB2088,2088,"{'Zh_tw': '2088', 'En': '2088'}",THB2088A2,2088A2,"{'Zh_tw': '2088A', 'En': '2088A'}",1,"{'PositionLon': 121.7953, 'PositionLat': 25.1397016666667, 'GeoHash': 'wsqx5889k'}",32.0,277.0,0,0,1,2023-07-13T23:28:13+08:00,2023-07-13T23:28:14+08:00,2023-07-13T23:28:14+08:00,2023-07-13T23:28:19+08:00
FAD-110,45,1101,THB1827,1827,"{'Zh_tw': '1827', 'En': '1827'}",THB182702,182702,"{'Zh_tw': '1827', 'En': '1827'}",1,"{'PositionLon': 121.43847, 'PositionLat': 25.0865266666667, 'GeoHash': 'wsqqequg9'}",0.0,157.0,2,0,1,2023-07-13T23:28:18+08:00,2023-07-13T23:28:18+08:00,2023-07-13T23:28:18+08:00,2023-07-13T23:28:19+08:00
510-U5,34,1201,THB1652,1652,"{'Zh_tw': '1652', 'En': '1652'}",THB165201,165201,"{'Zh_tw': '1652', 'En': '1652'}",0,"{'PositionLon': 120.318668333333, 'PositionLat': 23.9264766666667, 'GeoHash': 'wsm81gtmu'}",40.0,208.0,0,0,1,2023-07-13T23:28:07+08:00,2023-07-13T23:28:07+08:00,2023-07-13T23:28:07+08:00,2023-07-13T23:28:09+08:00
