PlateNumb,OperatorID,OperatorNo,RouteUID,RouteID,RouteName,SubRouteUID,SubRouteID,SubRouteName,Direction,StopUID,StopID,StopName,StopSequence,MessageType,DutyStatus,BusStatus,A2EventType,GPSTime,SrcRecTime,SrcTransTime,UpdateTime
098-U7,45,1101,THB1818,1818,"{'Zh_tw': '1818', 'En': '1818'}",THB181801,181801,"{'Zh_tw': '1818', 'En': '1818'}",0,THB269472,269472,"{'Zh_tw': '中壢客運中壢總站', 'En': 'Zhongli Bus Terminal'}",18,2,1,0,1,2023-07-14T00:01:06+08:00,2023-07-14T00:01:07+08:00,2023-07-14T00:01:07+08:00,2023-07-14T00:01:09+08:00
KKA-0605,47,1405,THB2011,2011,"{'Zh_tw': '2011', 'En': '2011'}",THB201101,201101,"{'Zh_tw': '2011', 'En': '2011'}",0,THB300385,300385,"{'Zh_tw': '新竹轉運站', 'En': 'Hsinchu bus station'}",11,2,0,0,0,2023-07-14T00:00:52+08:00,2023-07-14T00:00:57+08:00,2023-07-14T00:00:57+08:00,2023-07-14T00:00:59+08:00
KKA-7839,25,0801,THB7505,7505,"{'Zh_tw': '7505', 'En': '7505'}",THB750501,750501,"{'Zh_tw': '7505', 'En': '7505'}",0,THB143882,143882,"{'Zh_tw': '板橋客運站', 'En': 'Banqiao Bus Station'}",1,2,1,0,0,2023-07-14T00:00:31+08:00,2023-07-14T00:00:31+08:00,2023-07-14T00:00:31+08:00,2023-07-14T00:00:34+08:00
413-FY,45,1101,THB1832,1832,"{'Zh_tw': '1832', 'En': '1832'}",THB1832A1,1832A1,"{'Zh_tw': '1832A', 'En': '1832A'}",0,THB276487,276487,"{'Zh_tw': '埔里站', 'En': 'Puli Station'}",8,2,1,0,1,2023-07-13T23:59:39+08:00,2023-07-13T23:59:40+08:00,2023-07-13T23:59:40+08:00,2023-07-13T23:59:44+08:00
079-U6,45,1101,THB1871,1871,"{'Zh_tw': '1871', 'En': '1871'}",THB187102,187102,"{'Zh_tw': '1871', 'En': '1871'}",1,THB308365,308365,"{'Zh_tw': '干城站', 'En': 'Gancheng Station'}",13,2,1,0,1,2023-07-13T23:59:26+08:00,2023-07-13T23:59:27+08:00,2023-07-13T23:59:27+08:00,2023-07-13T23:59:29+08:00
KKA-7707,25,0801,THB7505,7505,"{'Zh_tw': '7505', 'En': '7505'}",THB7505A1,7505A1,"{'Zh_tw': '7505A', 'En': '7505A'}",0,THB292714,292714,"{'Zh_tw': '中壢祐民醫院', 'En': 'Zhongli Youmin Hospital'}",2,2,1,0,0,2023-07-13T23:59:28+08:00,2023-07-13T23:59:28+08:00,2023-07-13T23:59:28+08:00,2023-07-13T23:59:29+08:00
KKA-7720,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500K2,7500K2,"{'Zh_tw': '7500K', 'En': '7500K'}",1,THB189264,189264,"{'Zh_tw': '三重站', 'En': 'Sanzhong Station'}",2,2,1,0,0,2023-07-13T23:59:23+08:00,2023-07-13T23:59:24+08:00,2023-07-13T23:59:24+08:00,2023-07-13T23:59:29+08:00
KKA-0016,34,1201,THB1660,1660,"{'Zh_tw': '1660', 'En': '1660'}",THB166002,166002,"{'Zh_tw': '1660', 'En': '1660'}",1,THB266362,266362,"{'Zh_tw': '板橋客運站', 'En': 'Banqiao Bus Station'}",6,2,0,0,1,2023-07-13T23:59:06+08:00,2023-07-13T23:59:06+08:00,2023-07-13T23:59:06+08:00,2023-07-13T23:59:09+08:00
FAC-389,35,1308,THB1916,1916,"{'Zh_tw': '1916', 'En': '1916'}",THB191602,191602,"{'Zh_tw': '1916', 'En': '1916'}",1,THB253737,253737,"{'Zh_tw': '宜蘭轉運站', 'En': 'Yilan Transfer Station'}",5,2,1,0,1,2023-07-13T23:58:50+08:00,2023-07-13T23:58:50+08:00,2023-07-13T23:58:50+08:00,2023-07-13T23:58:54+08:00
FAD-622,12,1002,THB9023,9023,"{'Zh_tw': '9023', 'En': '9023'}",THB902302,902302,"{'Zh_tw': '9023', 'En': '9023'}",1,THB304908,304908,"{'Zh_tw': '聖保祿醫院', 'En': 'Saint Pauls Hospital'}",13,2,1,0,1,2023-07-13T23:58:44+08:00,2023-07-13T23:58:44+08:00,2023-07-13T23:58:44+08:00,2023-07-13T23:58:49+08:00
610-FW,45,1101,THB1829,1829,"{'Zh_tw': '1829', 'En': '1829'}",THB182901,182901,"{'Zh_tw': '1829', 'En': '1829'}",0,THB293274,293274,"{'Zh_tw': '員林轉運站', 'En': 'Yuanlin Bus Station'}",15,2,1,0,1,2023-07-13T23:58:20+08:00,2023-07-13T23:58:22+08:00,2023-07-13T23:58:22+08:00,2023-07-13T23:58:24+08:00
798-FU,45,1101,THB1834,1834,"{'Zh_tw': '1834', 'En': '1834'}",THB183401,183401,"{'Zh_tw': '1834', 'En': '1834'}",0,THB293462,293462,"{'Zh_tw': '嘉義市轉運中心', 'En': 'Transit Center of Chiayi City'}",6,2,1,0,1,2023-07-13T23:57:49+08:00,2023-07-13T23:57:49+08:00,2023-07-13T23:57:49+08:00,2023-07-13T23:57:54+08:00
KKB-8036,28,1003,THB9188,9188,"{'Zh_tw': '9188', 'En': '9188'}",THB918802,918802,"{'Zh_tw': '9188', 'En': '9188'}",1,THB266423,266423,"{'Zh_tw': '自立站', 'En': 'Zili Station'}",105,2,0,0,0,2023-07-13T23:57:37+08:00,2023-07-13T23:57:38+08:00,2023-07-13T23:57:38+08:00,2023-07-13T23:57:39+08:00
702-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500V2,7500V2,"{'Zh_tw': '7500V', 'En': '7500V'}",1,THB189248,189248,"{'Zh_tw': '朝馬站', 'En': 'Chouma Station'}",4,2,1,0,1,2023-07-13T23:57:17+08:00,2023-07-13T23:57:18+08:00,2023-07-13T23:57:18+08:00,2023-07-13T23:57:19+08:00
FAC-391,35,1308,THB1915,1915,"{'Zh_tw': '1915', 'En': '1915'}",THB1915B1,1915B1,"{'Zh_tw': '1915B', 'En': '1915B'}",0,THB254112,254112,"{'Zh_tw': '板橋客運站', 'En': 'Banqiao Bus Station'}",5,2,1,0,1,2023-07-13T23:57:05+08:00,2023-07-13T23:57:07+08:00,2023-07-13T23:57:07+08:00,2023-07-13T23:57:09+08:00
FAB-906,45,1101,THB1872,1872,"{'Zh_tw': '1872', 'En': '1872'}",THB187202,187202,"{'Zh_tw': '1872', 'En': '1872'}",1,THB308365,308365,"{'Zh_tw': '干城站', 'En': 'Gancheng Station'}",14,2,1,0,1,2023-07-13T23:56:59+08:00,2023-07-13T23:56:59+08:00,2023-07-13T23:56:59+08:00,2023-07-13T23:57:04+08:00
KKA-2576,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610E2,1610E2,"{'Zh_tw': '1610E', 'En': '1610E'}",1,THB266076,266076,"{'Zh_tw': '中港轉運站', 'En': 'Zhonggang Bus Station'}",4,2,0,0,0,2023-07-13T23:56:49+08:00,2023-07-13T23:56:50+08:00,2023-07-13T23:56:50+08:00,2023-07-13T23:56:54+08:00
FAB-320,34,1201,THB1611,1611,"{'Zh_tw': '1611', 'En': '1611'}",THB1611F1,1611F1,"{'Zh_tw': '1611F', 'En': '1611F'}",0,THB303927,303927,"{'Zh_tw': '臺南轉運站', 'En': 'Tainan Bus Station'}",10,2,0,0,1,2023-07-13T23:56:47+08:00,2023-07-13T23:56:47+08:00,2023-07-13T23:56:47+08:00,2023-07-13T23:56:49+08:00
038-U7,45,1101,THB1813,1813,"{'Zh_tw': '1813', 'En': '1813'}",THB1813I1,1813I1,"{'Zh_tw': '1813I', 'En': '1813I'}",0,THB303408,303408,"{'Zh_tw': '基隆火車站(海洋廣場)', 'En': 'TRA Keelung Station(Maritime Plaza)'}",2,2,1,0,1,2023-07-13T23:56:14+08:00,2023-07-13T23:56:14+08:00,2023-07-13T23:56:14+08:00,2023-07-13T23:56:19+08:00
991-U3,68,0303,THB2088,2088,"{'Zh_tw': '2088', 'En': '2088'}",THB2088A2,2088A2,"{'Zh_tw': '2088A', 'En': '2088A'}",1,THB304661,304661,"{'Zh_tw': '海生館站', 'En': 'National Museum of Marine Biology and Aquarium Sta'}",23,2,0,0,1,2023-07-13T23:55:52+08:00,2023-07-13T23:55:53+08:00,2023-07-13T23:55:53+08:00,2023-07-13T23:55:54+08:00
KKA-7718,25,0801,THB7512,7512,"{'Zh_tw': '7512', 'En': '7512'}",THB7512A1,7512A1,"{'Zh_tw': '7512A', 'En': '7512A'}",0,THB178344,178344,"{'Zh_tw': '新營站', 'En': 'Xinying Station'}",1,2,1,0,0,2023-07-13T23:55:17+08:00,2023-07-13T23:55:18+08:00,2023-07-13T23:55:18+08:00,2023-07-13T23:55:19+08:00
160-FU,39,0913,THB1571,1571,"{'Zh_tw': '1571', 'En': '1571'}",THB157102,157102,"{'Zh_tw': '1571', 'En': '1571'}",1,THB257959,257959,"{'Zh_tw': '宜蘭轉運站', 'En': 'Yilan Transfer Station'}",3,2,1,0,1,2023-07-13T23:55:08+08:00,2023-07-13T23:55:08+08:00,2023-07-13T23:55:08+08:00,2023-07-13T23:55:09+08:00
862-U3,68,0303,THB9028,9028,"{'Zh_tw': '9028', 'En': '9028'}",THB9028B2,9028B2,"{'Zh_tw': '9028B', 'En': '9028B'}",1,THB294338,294338,"{'Zh_tw': '捷運大坪林站', 'En': 'MRT Dapinglin Station'}",3,2,0,0,0,2023-07-13T23:55:05+08:00,2023-07-13T23:55:07+08:00,2023-07-13T23:55:07+08:00,2023-07-13T23:55:09+08:00
KKA-1125,45,1101,THB1871,1871,"{'Zh_tw': '1871', 'En': '1871'}",THB187101,187101,"{'Zh_tw': '1871', 'En': '1871'}",0,THB269420,269420,"{'Zh_tw': '臺南轉運站', 'En': 'Tainan Bus Station'}",8,2,1,0,1,2023-07-13T23:54:52+08:00,2023-07-13T23:54:53+08:00,2023-07-13T23:54:53+08:00,2023-07-13T23:54:54+08:00
075-FZ,34,1201,THB1619,1619,"{'Zh_tw': '1619', 'En': '1619'}",THB1619B1,1619B1,"{'Zh_tw': '1619B', 'En': '1619B'}",0,THB308283,308283,"{'Zh_tw': '國軍英雄館', 'En': 'Taichung HERO HOUSE'}",12,2,0,0,1,2023-07-13T23:54:41+08:00,2023-07-13T23:54:42+08:00,2023-07-13T23:54:42+08:00,2023-07-13T23:54:44+08:00
KKA-1505,41,0301,THB9003,9003,"{'Zh_tw': '9003', 'En': '9003'}",THB900301,900301,"{'Zh_tw': '9003', 'En': '9003'}",0,THB300348,300348,"{'Zh_tw': '新竹轉運站', 'En': 'Hsinchu bus station'}",14,2,1,0,1,2023-07-13T23:53:56+08:00,2023-07-13T23:53:56+08:00,2023-07-13T23:53:56+08:00,2023-07-13T23:53:59+08:00
KKA-3663,17,0809,THB5203,5203,"{'Zh_tw': '5203', 'En': '5203'}",THB5203A1,5203A1,"{'Zh_tw': '5203A', 'En': '5203A'}",0,THB184714,184714,"{'Zh_tw': '六福路口', 'En': 'Liufu Rd. Intersection'}",14,2,0,0,1,2023-07-13T23:53:48+08:00,2023-07-13T23:53:49+08:00,2023-07-13T23:53:49+08:00,2023-07-13T23:53:54+08:00
069-U6,45,1101,THB1838,1838,"{'Zh_tw': '1838', 'En': '1838'}",THB183802,183802,"{'Zh_tw': '1838', 'En': '1838'}",1,THB268417,268417,"{'Zh_tw': '朝馬站(國光)', 'En': 'Chaoma Station (Kuokuang)'}",4,2,1,0,1,2023-07-13T23:53:33+08:00,2023-07-13T23:53:34+08:00,2023-07-13T23:53:34+08:00,2023-07-13T23:53:39+08:00
358-FU,39,0913,THB1570,1570,"{'Zh_tw': '1570', 'En': '1570'}",THB157002,157002,"{'Zh_tw': '1570', 'En': '1570'}",1,THB293152,293152,"{'Zh_tw': '五結', 'En': 'Wu Jie'}",2,2,1,0,0,2023-07-13T23:53:23+08:00,2023-07-13T23:53:24+08:00,2023-07-13T23:53:24+08:00,2023-07-13T23:53:29+08:00
KKA-2626,34,1201,THB1612,1612,"{'Zh_tw': '1612', 'En': '1612'}",THB1612D1,1612D1,"{'Zh_tw': '1612D', 'En': '1612D'}",0,THB266076,266076,"{'Zh_tw': '中港轉運站', 'En': 'Zhonggang Bus Station'}",5,2,0,0,0,2023-07-13T23:52:42+08:00,2023-07-13T23:52:42+08:00,2023-07-13T23:52:42+08:00,2023-07-13T23:52:44+08:00
405-FS,45,1101,THB1827,1827,"{'Zh_tw': '1827', 'En': '1827'}",THB182701,182701,"{'Zh_tw': '1827', 'En': '1827'}",0,THB308365,308365,"{'Zh_tw': '干城站', 'En': 'Gancheng Station'}",12,2,1,0,0,2023-07-13T23:52:36+08:00,2023-07-13T23:52:38+08:00,2023-07-13T23:52:38+08:00,2023-07-13T23:52:39+08:00
KKA-9888,39,0913,THB1579,1579,"{'Zh_tw': '1579', 'En': '1579'}",THB1579A2,1579A2,"{'Zh_tw': '1579A', 'En': '1579A'}",1,THB303576,303576,"{'Zh_tw': '八斗子車站', 'En': 'TRA Badouzi Station'}",27,2,0,0,1,2023-07-13T23:52:36+08:00,2023-07-13T23:52:37+08:00,2023-07-13T23:52:37+08:00,2023-07-13T23:52:39+08:00
471-U5,45,1101,THB1800,1800,"{'Zh_tw': '1800', 'En': '1800'}",THB180001,180001,"{'Zh_tw': '1800', 'En': '1800'}",0,THB303408,303408,"{'Zh_tw': '基隆火車站(海洋廣場)', 'En': 'TRA Keelung Station(Maritime Plaza)'}",8,2,1,0,1,2023-07-13T23:52:23+08:00,2023-07-13T23:52:24+08:00,2023-07-13T23:52:24+08:00,2023-07-13T23:52:29+08:00
FAB-159,34,1201,THB1623,1623,"{'Zh_tw': '1623', 'En': '1623'}",THB162302,162302,"{'Zh_tw': '1623', 'En': '1623'}",1,THB308283,308283,"{'Zh_tw': '國軍英雄館', 'En': 'Taichung HERO HOUSE'}",11,2,0,0,1,2023-07-13T23:52:19+08:00,2023-07-13T23:52:19+08:00,2023-07-13T23:52:19+08:00,2023-07-13T23:52:24+08:00
KKA-7157,23,1401,THB7211,7211,"{'Zh_tw': '7211', 'En': '7211'}",THB721101,721101,"{'Zh_tw': '7211', 'En': '7211'}",0,THB239953,239953,"{'Zh_tw': '嘉義公園', 'En': 'Chiayi Park'}",20,2,0,0,0,2023-07-13T23:52:15+08:00,2023-07-13T23:52:16+08:00,2023-07-13T23:52:16+08:00,2023-07-13T23:52:19+08:00
382-FQ,35,1308,THB1917,1917,"{'Zh_tw': '1917', 'En': '1917'}",THB191702,191702,"{'Zh_tw': '1917', 'En': '1917'}",1,THB293440,293440,"{'Zh_tw': '羅東轉運站', 'En': 'Luodong Bus Station'}",5,2,1,0,1,2023-07-13T23:52:06+08:00,2023-07-13T23:52:08+08:00,2023-07-13T23:52:08+08:00,2023-07-13T23:52:09+08:00
KKA-1855,45,1101,THB1816,1816,"{'Zh_tw': '1816', 'En': '1816'}",THB181601,181601,"{'Zh_tw': '1816', 'En': '1816'}",0,THB302626,302626,"{'Zh_tw': '國光客運桃園停車場', 'En': 'Kingbus Taoyuan parking lot'}",21,2,1,0,1,2023-07-13T23:52:08+08:00,2023-07-13T23:52:08+08:00,2023-07-13T23:52:08+08:00,2023-07-13T23:52:09+08:00
873-FW,45,1101,THB1839,1839,"{'Zh_tw': '1839', 'En': '1839'}",THB1839B1,1839B1,"{'Zh_tw': '1839B', 'En': '1839B'}",0,THB267865,267865,"{'Zh_tw': '屏東轉運站', 'En': 'Pingtung Bus Station'}",10,2,1,0,1,2023-07-13T23:51:58+08:00,2023-07-13T23:51:59+08:00,2023-07-13T23:51:59+08:00,2023-07-13T23:52:04+08:00
KKA-1915,45,1101,THB1813,1813,"{'Zh_tw': '1813', 'En': '1813'}",THB1813D1,1813D1,"{'Zh_tw': '1813D', 'En': '1813D'}",0,THB267903,267903,"{'Zh_tw': '基隆站(國光)', 'En': 'Keelung Station(KUO-KUANG)'}",19,2,1,0,1,2023-07-13T23:51:58+08:00,2023-07-13T23:51:58+08:00,2023-07-13T23:51:58+08:00,2023-07-13T23:51:59+08:00
058-FS,44,0703,THB1728,1728,"{'Zh_tw': '1728', 'En': '1728'}",THB172801,172801,"{'Zh_tw': '1728', 'En': '1728'}",0,THB300428,300428,"{'Zh_tw': '新竹轉運站', 'En': 'Hsinchu bus station'}",22,2,1,0,1,2023-07-13T23:51:27+08:00,2023-07-13T23:51:29+08:00,2023-07-13T23:51:29+08:00,2023-07-13T23:51:34+08:00
FAB-313,34,1201,THB1611,1611,"{'Zh_tw': '1611', 'En': '1611'}",THB1611F1,1611F1,"{'Zh_tw': '1611F', 'En': '1611F'}",0,THB301900,301900,"{'Zh_tw': '中壢服務區', 'En': 'Zhongli Service Area'}",5,2,0,0,0,2023-07-13T23:51:32+08:00,2023-07-13T23:51:33+08:00,2023-07-13T23:51:33+08:00,2023-07-13T23:51:34+08:00
415-FY,45,1101,THB1827,1827,"{'Zh_tw': '1827', 'En': '1827'}",THB182702,182702,"{'Zh_tw': '1827', 'En': '1827'}",1,THB237066,237066,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",6,2,1,0,1,2023-07-13T23:51:12+08:00,2023-07-13T23:51:11+08:00,2023-07-13T23:51:11+08:00,2023-07-13T23:51:14+08:00
FAD-660,12,1002,THB9005,9005,"{'Zh_tw': '9005', 'En': '9005'}",THB900501,900501,"{'Zh_tw': '9005', 'En': '9005'}",0,THB172540,172540,"{'Zh_tw': '桃客總站', 'En': 'Taoyuan Bus Terminal'}",1,2,1,0,0,2023-07-13T23:51:12+08:00,2023-07-13T23:51:12+08:00,2023-07-13T23:51:12+08:00,2023-07-13T23:51:14+08:00
223-U5,45,1101,THB1815,1815,"{'Zh_tw': '1815', 'En': '1815'}",THB181501,181501,"{'Zh_tw': '1815', 'En': '1815'}",0,THB269906,269906,"{'Zh_tw': '金青中心', 'En': 'Jinshan Youth Activity Centre'}",59,2,1,0,1,2023-07-13T23:50:49+08:00,2023-07-13T23:50:50+08:00,2023-07-13T23:50:50+08:00,2023-07-13T23:50:54+08:00
833-U5,45,1101,THB1839,1839,"{'Zh_tw': '1839', 'En': '1839'}",THB1839B2,1839B2,"{'Zh_tw': '1839B', 'En': '1839B'}",1,THB268417,268417,"{'Zh_tw': '朝馬站(國光)', 'En': 'Chaoma Station (Kuokuang)'}",8,2,1,0,0,2023-07-13T23:50:40+08:00,2023-07-13T23:50:41+08:00,2023-07-13T23:50:41+08:00,2023-07-13T23:50:44+08:00
FAC-535,35,1308,THB1917,1917,"{'Zh_tw': '1917', 'En': '1917'}",THB191701,191701,"{'Zh_tw': '1917', 'En': '1917'}",0,THB254112,254112,"{'Zh_tw': '板橋客運站', 'En': 'Banqiao Bus Station'}",5,2,1,0,1,2023-07-13T23:50:42+08:00,2023-07-13T23:50:43+08:00,2023-07-13T23:50:43+08:00,2023-07-13T23:50:44+08:00
KKA-0283,68,0303,THB2088,2088,"{'Zh_tw': '2088', 'En': '2088'}",THB2088A2,2088A2,"{'Zh_tw': '2088A', 'En': '2088A'}",1,THB304661,304661,"{'Zh_tw': '海生館站', 'En': 'National Museum of Marine Biology and Aquarium Sta'}",23,2,0,0,0,2023-07-13T23:50:08+08:00,2023-07-13T23:50:08+08:00,2023-07-13T23:50:08+08:00,2023-07-13T23:50:09+08:00
459-FS,45,1101,THB1838,1838,"{'Zh_tw': '1838', 'En': '1838'}",THB183802,183802,"{'Zh_tw': '1838', 'En': '1838'}",1,THB290370,290370,"{'Zh_tw': '圓環(南京)', 'En': 'Yuanhuan(Nanking)'}",13,2,1,0,0,2023-07-13T23:49:56+08:00,2023-07-13T23:49:57+08:00,2023-07-13T23:49:57+08:00,2023-07-13T23:49:59+08:00
527-U6,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610A1,1610A1,"{'Zh_tw': '1610A', 'En': '1610A'}",0,THB266076,266076,"{'Zh_tw': '中港轉運站', 'En': 'Zhonggang Bus Station'}",6,2,0,0,1,2023-07-13T23:49:32+08:00,2023-07-13T23:49:33+08:00,2023-07-13T23:49:33+08:00,2023-07-13T23:49:34+08:00
703-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500F2,7500F2,"{'Zh_tw': '7500F', 'En': '7500F'}",1,THB294043,294043,"{'Zh_tw': '新竹站', 'En': 'Hsinchu Station'}",3,2,1,0,0,2023-07-13T23:49:09+08:00,2023-07-13T23:49:09+08:00,2023-07-13T23:49:09+08:00,2023-07-13T23:49:14+08:00
KKB-0271,47,1405,THB2011,2011,"{'Zh_tw': '2011', 'En': '2011'}",THB201101,201101,"{'Zh_tw': '2011', 'En': '2011'}",0,THB142836,142836,"{'Zh_tw': '重慶站', 'En': 'Chongqing Sta.'}",5,2,1,0,0,2023-07-13T23:49:00+08:00,2023-07-13T23:49:02+08:00,2023-07-13T23:49:02+08:00,2023-07-13T23:49:04+08:00
KKA-7829,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500G1,7500G1,"{'Zh_tw': '7500G', 'En': '7500G'}",0,THB149213,149213,"{'Zh_tw': '麻豆站轉運站', 'En': 'Madou Station'}",3,2,1,0,0,2023-07-13T23:48:54+08:00,2023-07-13T23:48:55+08:00,2023-07-13T23:48:55+08:00,2023-07-13T23:48:59+08:00
297-U6,43,1102,THB1061,1061,"{'Zh_tw': '1061', 'En': '1061'}",THB1061A1,1061A1,"{'Zh_tw': '1061A', 'En': '1061A'}",0,THB296544,296544,"{'Zh_tw': '瑞芳火車站(區民廣場)', 'En': 'TRA Ruifang Station'}",28,2,1,0,1,2023-07-13T23:48:24+08:00,2023-07-13T23:48:24+08:00,2023-07-13T23:48:24+08:00,2023-07-13T23:48:29+08:00
829-FU,45,1101,THB1836,1836,"{'Zh_tw': '1836', 'En': '1836'}",THB183601,183601,"{'Zh_tw': '1836', 'En': '1836'}",0,THB270442,270442,"{'Zh_tw': '新營站', 'En': 'Xinying Station'}",9,2,1,0,1,2023-07-13T23:48:22+08:00,2023-07-13T23:48:22+08:00,2023-07-13T23:48:22+08:00,2023-07-13T23:48:24+08:00
712-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500V2,7500V2,"{'Zh_tw': '7500V', 'En': '7500V'}",1,THB245716,245716,"{'Zh_tw': '臺南轉運站', 'En': 'Tainan Bus Station'}",8,2,1,0,1,2023-07-13T23:48:05+08:00,2023-07-13T23:48:05+08:00,2023-07-13T23:48:05+08:00,2023-07-13T23:48:09+08:00
KKA-7702,25,0801,THB7505,7505,"{'Zh_tw': '7505', 'En': '7505'}",THB7505A2,7505A2,"{'Zh_tw': '7505A', 'En': '7505A'}",1,THB304422,304422,"{'Zh_tw': '板橋客運站', 'En': 'Banqiao Bus Station'}",3,2,1,0,1,2023-07-13T23:47:59+08:00,2023-07-13T23:48:00+08:00,2023-07-13T23:48:00+08:00,2023-07-13T23:48:04+08:00
011-U6,45,1101,THB1834,1834,"{'Zh_tw': '1834', 'En': '1834'}",THB183402,183402,"{'Zh_tw': '1834', 'En': '1834'}",1,THB133980,133980,"{'Zh_tw': '圓環(南京)', 'En': 'Yuanhuan(Nanking)'}",10,2,1,0,0,2023-07-13T23:47:56+08:00,2023-07-13T23:47:56+08:00,2023-07-13T23:47:56+08:00,2023-07-13T23:47:59+08:00
KKA-7870,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500G2,7500G2,"{'Zh_tw': '7500G', 'En': '7500G'}",1,THB303140,303140,"{'Zh_tw': '經國轉運站', 'En': 'Jing Guo Bus Station'}",3,2,1,0,0,2023-07-13T23:47:56+08:00,2023-07-13T23:47:56+08:00,2023-07-13T23:47:56+08:00,2023-07-13T23:47:59+08:00
FAB-918,45,1101,THB1815,1815,"{'Zh_tw': '1815', 'En': '1815'}",THB181501,181501,"{'Zh_tw': '1815', 'En': '1815'}",0,THB269906,269906,"{'Zh_tw': '金青中心', 'En': 'Jinshan Youth Activity Centre'}",59,2,1,0,1,2023-07-13T23:47:52+08:00,2023-07-13T23:47:53+08:00,2023-07-13T23:47:53+08:00,2023-07-13T23:47:54+08:00
480-FY,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610B1,1610B1,"{'Zh_tw': '1610B', 'En': '1610B'}",0,THB308696,308696,"{'Zh_tw': '建國客運站', 'En': 'TRA Kaohsiung Station'}",9,2,0,0,1,2023-07-13T23:47:31+08:00,2023-07-13T23:47:31+08:00,2023-07-13T23:47:31+08:00,2023-07-13T23:47:34+08:00
993-U3,68,0303,THB2088,2088,"{'Zh_tw': '2088', 'En': '2088'}",THB2088A2,2088A2,"{'Zh_tw': '2088A', 'En': '2088A'}",1,THB304661,304661,"{'Zh_tw': '海生館站', 'En': 'National Museum of Marine Biology and Aquarium Sta'}",23,2,0,0,0,2023-07-13T23:47:26+08:00,2023-07-13T23:47:27+08:00,2023-07-13T23:47:27+08:00,2023-07-13T23:47:29+08:00
846-U5,45,1101,THB1872,1872,"{'Zh_tw': '1872', 'En': '1872'}",THB187201,187201,"{'Zh_tw': '1872', 'En': '1872'}",0,THB244832,244832,"{'Zh_tw': '高雄站(國光)', 'En': 'Kaohsiung Station(Kuokuang)'}",7,2,1,0,1,2023-07-13T23:47:18+08:00,2023-07-13T23:47:19+08:00,2023-07-13T23:47:19+08:00,2023-07-13T23:47:24+08:00
FAC-536,35,1308,THB1915,1915,"{'Zh_tw': '1915', 'En': '1915'}",THB191502,191502,"{'Zh_tw': '1915', 'En': '1915'}",1,THB293440,293440,"{'Zh_tw': '羅東轉運站', 'En': 'Luodong Bus Station'}",11,2,1,0,1,2023-07-13T23:47:19+08:00,2023-07-13T23:47:20+08:00,2023-07-13T23:47:20+08:00,2023-07-13T23:47:24+08:00
909-FP,12,1002,THB9023,9023,"{'Zh_tw': '9023', 'En': '9023'}",THB902302,902302,"{'Zh_tw': '9023', 'En': '9023'}",1,THB304908,304908,"{'Zh_tw': '聖保祿醫院', 'En': 'Saint Pauls Hospital'}",13,2,1,0,1,2023-07-13T23:46:53+08:00,2023-07-13T23:46:54+08:00,2023-07-13T23:46:54+08:00,2023-07-13T23:46:59+08:00
KKB-2056,44,0703,THB1728,1728,"{'Zh_tw': '1728', 'En': '1728'}",THB172802,172802,"{'Zh_tw': '1728', 'En': '1728'}",1,THB273770,273770,"{'Zh_tw': '仁愛敦化路口(圓環)', 'En': 'Renai &amp; Dunhua Intersection (Circle)'}",25,2,1,0,1,2023-07-13T23:46:48+08:00,2023-07-13T23:46:49+08:00,2023-07-13T23:46:49+08:00,2023-07-13T23:46:54+08:00
578-U9,25,0801,THB7512,7512,"{'Zh_tw': '7512', 'En': '7512'}",THB7512A1,7512A1,"{'Zh_tw': '7512A', 'En': '7512A'}",0,THB308680,308680,"{'Zh_tw': '建國客運站', 'En': 'Jianguo Bus Terminal'}",5,2,1,0,1,2023-07-13T23:46:40+08:00,2023-07-13T23:46:40+08:00,2023-07-13T23:46:40+08:00,2023-07-13T23:46:44+08:00
KKA-3833,12,1002,THB9023,9023,"{'Zh_tw': '9023', 'En': '9023'}",THB902301,902301,"{'Zh_tw': '9023', 'En': '9023'}",0,THB172540,172540,"{'Zh_tw': '桃客總站', 'En': 'Taoyuan Bus Terminal'}",1,2,1,0,0,2023-07-13T23:46:11+08:00,2023-07-13T23:46:12+08:00,2023-07-13T23:46:12+08:00,2023-07-13T23:46:14+08:00
